"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"555","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","petal length",5.6,"cm"
"556","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","petal width",2.2,"cm"
"557","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","sepal length",7.7,"cm"
"558","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","sepal width",3,"cm"
"559","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","petal length",6.1,"cm"
"560","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","petal width",2.3,"cm"
"561","Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","sepal length",6,"cm"
"562","Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","sepal width",3,"cm"
"563","Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","petal length",4.8,"cm"
"564","Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","petal width",1.8,"cm"
"565","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","sepal length",6.9,"cm"
"566","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","sepal width",3.1,"cm"
"567","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","petal length",5.1,"cm"
"568","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","petal width",2.3,"cm"
"569","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","sepal length",6.7,"cm"
"570","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","sepal width",3.3,"cm"
"571","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","petal length",5.7,"cm"
"572","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","petal width",2.5,"cm"
"573","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","sepal length",6.5,"cm"
"574","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","sepal width",3,"cm"
"575","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","petal length",5.2,"cm"
"576","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","petal width",2,"cm"
"577","Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","sepal length",5.1,"cm"
"578","Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","sepal width",3.5,"cm"
"579","Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","petal length",1.4,"cm"
"580","Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","petal width",0.2,"cm"
"581","Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","sepal length",4.6,"cm"
"582","Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","sepal width",3.1,"cm"
"583","Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","petal length",1.5,"cm"
"584","Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","petal width",0.2,"cm"
"585","Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","sepal length",4.6,"cm"
"586","Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","sepal width",3.4,"cm"
"587","Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","petal length",1.4,"cm"
"588","Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","petal width",0.3,"cm"
"589","Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","sepal length",4.9,"cm"
"590","Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","sepal width",3.1,"cm"
"591","Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","petal length",1.5,"cm"
"592","Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","petal width",0.1,"cm"
"593","Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","sepal length",4.8,"cm"
"594","Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","sepal width",3,"cm"
"595","Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","petal length",1.4,"cm"
"596","Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","petal width",0.1,"cm"
"597","Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","sepal length",5.7,"cm"
"598","Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","sepal width",4.4,"cm"
"599","Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","petal length",1.5,"cm"
"600","Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","petal width",0.4,"cm"
