"eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","sepal width",3.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","petal length",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","sepal length",4.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","sepal width",3.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A4","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","sepal length",4.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","sepal width",3.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","petal length",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A7","Edgar Anderson","petal width",0.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","sepal length",4.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","sepal width",3.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A10","Edgar Anderson","petal width",0.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","sepal length",4.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","petal length",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A13","Edgar Anderson","petal width",0.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","sepal length",5.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","sepal width",4.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A16","Edgar Anderson","petal width",0.4,"cm"
